"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US11001004100","Census Tract 41; District of Columbia; District of Columbia","1410","151","3.3","3.5","0.0","3.1","0.9","1.1","2.5","2.7","9.2","6.7","10.9","4.7","11.1","5.0","7.4","4.4","14.3","5.2","40.4","8.6","173125","30217","265353","66620","28.7","(X)","(X)","(X)","(X)","(X)","455","121","0.0","9.4","0.0","9.4","2.4","3.7","0.0","9.4","18.0","16.9","0.0","9.4","4.0","4.3","2.6","3.4","16.0","11.8","56.9","17.2","234938","88481","412816","187755","(X)","(X)","26.6","(X)","(X)","(X)","455","121","0.0","9.4","0.0","9.4","2.4","3.7","0.0","9.4","18.0","16.9","0.0","9.4","4.0","4.3","2.6","3.4","16.0","11.8","56.9","17.2","234938","88907","N","N","(X)","(X)","(X)","(X)","(X)","(X)","955","129","4.9","5.2","0.0","4.6","0.1","0.2","3.7","3.9","5.0","5.0","16.1","7.2","14.6","7.2","9.6","6.1","13.4","5.7","32.6","10.8","140893","64607","195095","38987","(X)","(X)","(X)","(X)","29.6","(X)",
"1400000US11001004201","Census Tract 42.01; District of Columbia; District of Columbia","1881","336","2.8","2.4","0.0","2.4","3.6","4.5","2.0","1.9","0.6","1.0","2.9","2.6","8.8","4.4","32.3","15.3","15.2","7.1","31.8","9.6","148166","16697","195021","29178","21.3","(X)","(X)","(X)","(X)","(X)","410","161","0.0","10.4","0.0","10.4","12.7","19.4","0.0","10.4","2.7","4.4","0.0","10.4","4.9","8.1","7.8","9.2","9.8","12.1","62.2","19.7","238667","85428","233450","60658","(X)","(X)","24.6","(X)","(X)","(X)","358","155","0.0","11.8","0.0","11.8","14.5","22.2","0.0","11.8","3.1","5.1","0.0","11.8","5.6","9.2","5.6","9.1","11.2","13.9","60.1","21.8","218542","81598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1471","347","3.5","3.0","0.0","3.0","1.0","1.7","2.6","2.5","0.0","3.0","3.7","3.5","9.9","5.3","39.2","18.1","16.7","9.2","23.4","10.2","144511","6672","184310","34762","(X)","(X)","(X)","(X)","20.3","(X)",
"1400000US11001004202","Census Tract 42.02; District of Columbia; District of Columbia","1563","118","1.2","1.3","4.5","3.8","1.3","1.5","0.7","1.2","5.0","2.7","11.2","4.9","21.2","6.5","21.9","6.7","13.4","6.4","19.5","6.6","112396","18756","146113","19217","22.8","(X)","(X)","(X)","(X)","(X)","235","79","0.0","17.3","0.0","17.3","0.0","17.3","0.0","17.3","5.1","7.0","5.1","7.8","10.6","9.8","32.8","18.7","6.4","7.3","40.0","16.9","135375","95278","187911","44420","(X)","(X)","30.2","(X)","(X)","(X)","212","75","0.0","19.0","0.0","19.0","0.0","19.0","0.0","19.0","5.7","7.6","5.7","8.7","6.6","9.0","30.7","19.1","7.1","8.1","44.3","19.1","185833","110133","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1328","134","1.4","1.5","5.3","4.6","1.6","1.8","0.8","1.4","5.0","3.0","12.3","5.5","23.0","7.4","20.0","7.1","14.7","7.2","15.9","7.3","100800","25669","137923","21592","(X)","(X)","(X)","(X)","21.5","(X)",
"1400000US11001004300","Census Tract 43; District of Columbia; District of Columbia","2461","289","1.3","1.4","1.6","2.7","6.7","5.2","1.2","1.4","0.6","0.9","8.5","4.6","19.6","6.4","21.0","8.0","14.1","6.4","25.4","8.4","124693","22771","145708","17555","22.1","(X)","(X)","(X)","(X)","(X)","575","257","0.0","7.5","0.0","7.5","0.0","7.5","0.0","7.5","2.4","4.0","2.3","4.6","2.4","4.0","15.0","19.2","9.7","9.4","68.2","20.4","250,000+","***","232181","30719","(X)","(X)","50.8","(X)","(X)","(X)","564","256","0.0","7.7","0.0","7.7","0.0","7.7","0.0","7.7","2.5","4.1","2.3","4.6","2.5","4.1","13.3","19.3","9.9","9.6","69.5","20.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1886","265","1.6","1.9","2.1","3.6","8.8","6.8","1.5","1.9","0.0","2.4","10.4","6.2","24.9","8.3","22.9","8.1","15.4","8.7","12.3","6.1","100395","13132","119345","17022","(X)","(X)","(X)","(X)","13.4","(X)",
"1400000US11001004401","Census Tract 44.01; District of Columbia; District of Columbia","1811","212","1.7","2.6","0.7","1.2","1.8","2.0","1.9","2.1","2.8","2.7","3.2","3.0","7.8","4.9","16.1","6.9","15.2","7.3","48.8","10.6","198856","18556","254346","37137","13.8","(X)","(X)","(X)","(X)","(X)","537","231","0.0","8.0","0.0","8.0","0.0","8.0","0.0","8.0","0.0","8.0","0.0","8.0","4.1","8.5","6.5","9.0","5.8","7.1","83.6","15.3","250,000+","***","370869","83520","(X)","(X)","20.3","(X)","(X)","(X)","516","236","0.0","8.3","0.0","8.3","0.0","8.3","0.0","8.3","0.0","8.3","0.0","8.3","4.3","8.8","2.7","5.5","6.0","7.4","87.0","14.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1274","138","2.4","3.7","0.9","1.7","2.6","2.9","2.7","3.0","4.0","3.8","4.6","4.2","9.3","5.8","20.2","9.1","19.2","9.8","34.1","9.7","159914","21963","205230","35159","(X)","(X)","(X)","(X)","11.1","(X)",
"1400000US11001004402","Census Tract 44.02; District of Columbia; District of Columbia","1109","189","0.8","1.4","0.0","4.0","0.0","4.0","6.2","6.0","3.1","4.2","6.4","7.9","13.3","7.4","12.8","8.3","17.5","7.7","39.9","10.4","171017","35621","235714","50423","47.1","(X)","(X)","(X)","(X)","(X)","480","154","1.9","3.2","0.0","8.9","0.0","8.9","7.7","9.6","0.0","8.9","11.7","16.9","4.6","7.0","11.0","12.1","16.0","12.2","47.1","15.4","190167","111842","257316","79033","(X)","(X)","48.3","(X)","(X)","(X)","375","121","2.4","4.1","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","5.9","8.9","14.1","14.8","20.5","14.1","57.1","18.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","629","147","0.0","6.9","0.0","6.9","0.0","6.9","5.1","7.3","5.4","7.6","2.4","3.2","20.0","10.5","14.1","11.3","18.6","9.7","34.3","13.8","153661","48073","215766","62936","(X)","(X)","(X)","(X)","42.3","(X)",
"1400000US11001004600","Census Tract 46; District of Columbia; District of Columbia","1563","222","3.6","2.5","1.7","1.6","1.7","1.8","14.9","8.1","1.5","1.8","6.3","5.7","7.4","6.9","17.9","6.8","15.2","6.5","29.7","9.6","139205","19404","163788","31608","28.9","(X)","(X)","(X)","(X)","(X)","674","156","6.4","5.2","0.0","6.5","0.0","6.5","16.0","15.1","1.9","3.3","2.1","3.1","13.2","13.9","7.3","6.1","16.2","11.7","36.9","16.3","162386","71548","199450","64616","(X)","(X)","24.0","(X)","(X)","(X)","325","120","10.8","9.8","0.0","12.9","0.0","12.9","0.0","12.9","0.0","12.9","0.0","12.9","0.0","12.9","4.6","6.2","23.4","19.6","61.2","21.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","889","192","1.5","2.3","3.0","2.8","3.0","3.3","14.1","9.5","1.2","1.9","9.6","9.5","3.0","5.1","27.1","11.6","14.5","9.7","22.9","13.4","130938","26008","135316","25588","(X)","(X)","(X)","(X)","32.6","(X)",
"1400000US11001004702","Census Tract 47.02; District of Columbia; District of Columbia","2231","389","4.7","3.0","1.0","1.3","4.7","2.3","3.1","2.7","2.4","1.9","9.0","4.8","10.6","4.1","18.3","5.1","26.2","12.5","20.0","5.5","136699","31298","148225","14376","18.9","(X)","(X)","(X)","(X)","(X)","336","127","0.0","12.5","0.0","12.5","0.0","12.5","3.3","5.1","0.0","12.5","3.9","5.3","3.6","4.5","10.4","8.0","40.5","20.5","38.4","18.1","181094","34411","259354","69024","(X)","(X)","25.3","(X)","(X)","(X)","281","111","0.0","14.8","0.0","14.8","0.0","14.8","0.0","14.8","0.0","14.8","4.6","6.4","2.5","4.2","9.3","8.0","39.9","21.3","43.8","20.5","195417","59466","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1895","404","5.5","3.5","1.2","1.6","5.5","2.6","3.1","3.0","2.8","2.2","9.9","5.7","11.8","4.8","19.7","6.2","23.6","15.5","16.7","5.5","122796","29732","128521","12762","(X)","(X)","(X)","(X)","17.8","(X)",
"1400000US11001004703","Census Tract 47.03; District of Columbia; District of Columbia","1944","307","19.6","13.3","1.9","3.0","10.0","8.8","1.1","1.5","1.1","1.5","7.9","5.2","9.1","5.9","16.6","7.1","15.6","6.8","17.1","8.3","99207","44004","117547","29175","13.9","(X)","(X)","(X)","(X)","(X)","487","211","0.0","8.8","0.0","8.8","28.7","25.6","0.6","1.2","0.6","2.1","0.0","8.8","10.7","13.5","4.5","5.4","21.1","19.4","33.7","15.8","163899","98154","166859","64461","(X)","(X)","22.8","(X)","(X)","(X)","402","185","0.0","10.6","0.0","10.6","29.6","29.6","0.7","1.4","0.7","2.6","0.0","10.6","6.7","11.0","5.5","6.7","15.9","18.9","40.8","21.1","164107","80020","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1457","298","26.1","16.5","2.5","4.0","3.8","5.4","1.2","2.0","1.2","2.0","10.6","6.9","8.5","6.3","20.6","9.1","16.5","7.7","8.9","6.9","79301","50310","99516","29499","(X)","(X)","(X)","(X)","10.9","(X)",
"1400000US11001004704","Census Tract 47.04; District of Columbia; District of Columbia","745","131","26.6","20.1","36.4","30.1","0.0","5.9","4.3","6.8","20.7","22.7","1.6","2.8","1.5","2.4","6.2","10.0","0.0","5.9","2.8","4.0","-","**","31615","15697","45.0","(X)","(X)","(X)","(X)","(X)","123","112","43.1","49.2","9.8","22.0","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","0.0","29.7","37.4","45.7","0.0","29.7","9.8","17.4","-","**","78863","66777","(X)","(X)","37.4","(X)","(X)","(X)","12","21","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","622","173","23.3","20.3","41.6","33.4","0.0","7.0","5.1","8.3","24.8","27.6","1.9","3.5","1.8","3.0","0.0","7.0","0.0","7.0","1.4","3.2","-","**","22272","10493","(X)","(X)","(X)","(X)","46.5","(X)",
"1400000US11001004801","Census Tract 48.01; District of Columbia; District of Columbia","1434","285","7.9","5.5","2.0","2.1","2.6","2.5","3.8","4.1","0.0","3.1","3.4","2.4","12.6","7.5","11.7","5.3","13.2","5.2","42.8","12.7","164286","49117","181323","20756","34.8","(X)","(X)","(X)","(X)","(X)","495","134","7.5","11.8","1.0","1.8","0.0","8.7","9.1","11.1","0.0","8.7","1.2","2.1","9.9","10.0","18.6","10.4","14.7","8.9","38.0","13.3","155964","65266","206369","51192","(X)","(X)","28.5","(X)","(X)","(X)","332","122","11.1","17.0","1.5","2.8","0.0","12.7","2.7","4.8","0.0","12.7","0.0","12.7","14.8","14.2","4.8","4.8","14.8","10.3","50.3","17.2","205357","101333","N","N","(X)","(X)","(X)","(X)","(X)","(X)","939","286","8.1","5.9","2.4","2.9","3.9","3.8","1.1","1.9","0.0","4.7","4.6","3.7","14.1","10.7","8.1","5.3","12.4","6.3","45.4","17.9","176607","80703","167354","27466","(X)","(X)","(X)","(X)","37.5","(X)",
"1400000US11001004802","Census Tract 48.02; District of Columbia; District of Columbia","1645","156","7.5","6.1","6.2","4.4","6.0","5.7","1.5","1.7","5.5","3.8","8.8","4.9","6.9","4.5","22.2","8.8","10.5","5.2","24.9","8.1","127348","33814","146266","27396","29.0","(X)","(X)","(X)","(X)","(X)","664","175","0.0","6.5","7.5","9.1","7.5","6.0","0.0","6.5","10.4","8.8","17.0","12.9","2.3","4.1","16.0","10.9","8.1","7.0","31.2","14.9","125259","56381","168944","51394","(X)","(X)","40.2","(X)","(X)","(X)","396","163","0.0","10.7","0.0","10.7","2.8","5.2","0.0","10.7","4.5","7.6","0.0","10.7","3.8","6.6","23.0","16.4","13.6","11.6","52.3","20.2","211250","74414","N","N","(X)","(X)","(X)","(X)","(X)","(X)","981","144","12.6","9.8","5.3","4.8","8.9","9.4","2.4","2.8","2.2","2.0","9.3","6.6","10.1","7.5","16.4","8.4","12.1","7.2","20.6","10.1","97639","44551","121280","27238","(X)","(X)","(X)","(X)","21.4","(X)",
"1400000US11001004901","Census Tract 49.01; District of Columbia; District of Columbia","1877","253","9.5","10.4","5.3","4.1","6.3","4.4","4.7","3.4","1.9","1.7","14.5","8.6","4.9","3.3","14.8","4.7","13.2","5.0","24.8","7.0","103125","17726","139559","22310","18.6","(X)","(X)","(X)","(X)","(X)","529","193","0.0","8.1","8.3","10.2","0.0","8.1","6.4","8.1","4.7","5.3","22.9","22.8","5.3","5.3","9.8","9.5","11.7","7.9","30.8","13.4","110139","77079","164292","46780","(X)","(X)","25.1","(X)","(X)","(X)","361","160","0.0","11.7","0.0","11.7","0.0","11.7","2.5","4.8","6.9","7.9","24.7","31.9","0.6","1.8","6.9","8.3","13.3","10.3","45.2","22.2","181382","108138","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1348","253","13.3","13.8","4.2","3.9","8.8","5.9","4.0","3.5","0.8","1.2","11.2","5.9","4.7","4.4","16.8","5.7","13.8","6.6","22.4","7.4","103043","17466","129493","22777","(X)","(X)","(X)","(X)","16.0","(X)",
"1400000US11001004902","Census Tract 49.02; District of Columbia; District of Columbia","2167","277","2.6","1.7","3.1","2.1","1.9","2.1","10.2","8.4","3.3","3.5","3.1","2.4","3.3","2.3","18.2","7.2","19.2","6.0","34.9","8.8","157008","24392","190435","26933","22.6","(X)","(X)","(X)","(X)","(X)","445","117","0.0","9.6","0.0","9.6","4.7","7.6","11.0","6.4","0.0","9.6","0.0","9.6","3.8","4.4","5.4","4.4","23.4","12.5","51.7","15.6","244583","118747","290519","66394","(X)","(X)","19.3","(X)","(X)","(X)","351","117","0.0","12.0","0.0","12.0","6.0","9.6","0.0","12.0","0.0","12.0","0.0","12.0","0.0","12.0","6.8","5.6","22.5","13.5","64.7","16.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1722","276","3.3","2.2","3.9","2.6","1.2","1.8","10.0","10.5","4.1","4.4","3.9","3.0","3.7","2.9","21.0","9.0","18.2","6.6","30.6","9.5","142188","30580","164510","26251","(X)","(X)","(X)","(X)","23.5","(X)",
"1400000US11001005001","Census Tract 50.01; District of Columbia; District of Columbia","1108","278","0.3","0.6","0.1","0.8","0.0","4.0","0.0","4.0","4.0","4.5","6.1","4.6","4.8","4.8","12.5","5.9","12.3","7.0","60.0","12.3","230978","49961","263185","38563","23.1","(X)","(X)","(X)","(X)","(X)","441","289","0.7","1.5","0.2","2.0","0.0","9.7","0.0","9.7","0.0","9.7","0.0","9.7","0.0","9.7","4.1","6.2","2.0","2.6","93.0","7.6","250,000+","***","348447","80170","(X)","(X)","15.6","(X)","(X)","(X)","393","284","0.0","10.8","0.0","10.8","0.0","10.8","0.0","10.8","0.0","10.8","0.0","10.8","0.0","10.8","4.6","7.4","2.3","3.0","93.1","8.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","667","93","0.0","6.5","0.0","6.5","0.0","6.5","0.0","6.5","6.6","7.0","10.2","7.3","7.9","7.8","18.0","7.6","19.0","10.2","38.2","11.1","164489","14398","205858","40788","(X)","(X)","(X)","(X)","28.0","(X)",
"1400000US11001005003","Census Tract 50.03; District of Columbia; District of Columbia","1134","130","2.5","2.8","1.3","2.2","7.8","3.2","0.0","3.9","6.0","5.3","5.1","3.6","6.1","5.0","30.2","9.9","9.3","5.3","31.8","10.8","140489","18752","176722","32977","22.0","(X)","(X)","(X)","(X)","(X)","208","87","0.0","19.3","0.0","19.3","28.4","13.2","0.0","19.3","0.0","19.3","5.3","8.2","0.0","19.3","0.0","19.3","7.7","11.9","58.7","19.1","206875","68497","187717","45739","(X)","(X)","28.4","(X)","(X)","(X)","138","84","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","11.6","18.2","88.4","18.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","926","136","3.0","3.5","1.6","2.7","3.1","3.8","0.0","4.7","7.3","6.4","5.1","4.3","7.5","5.9","36.9","11.2","9.6","6.1","25.8","11.9","133816","24252","174253","39196","(X)","(X)","(X)","(X)","20.5","(X)",
"1400000US11001005004","Census Tract 50.04; District of Columbia; District of Columbia","2260","243","5.0","4.6","5.8","5.1","4.2","3.6","10.0","4.8","10.1","6.7","9.4","6.6","11.3","6.5","14.1","5.6","6.8","3.9","23.4","8.9","86422","12329","134366","23921","14.3","(X)","(X)","(X)","(X)","(X)","448","134","0.0","9.5","2.0","4.2","7.8","11.8","15.6","9.5","5.8","12.0","0.0","9.5","14.1","9.6","10.0","10.6","0.0","9.5","44.6","16.2","134310","85570","226045","72378","(X)","(X)","31.9","(X)","(X)","(X)","330","127","0.0","12.7","0.0","12.7","10.6","16.0","15.8","7.6","0.0","12.7","0.0","12.7","8.2","9.8","13.6","14.3","0.0","12.7","51.8","18.7","203077","148117","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1812","268","6.2","5.8","6.7","6.3","3.3","3.5","8.6","6.1","11.1","7.8","11.8","8.4","11.9","7.7","13.8","6.3","8.5","5.0","18.2","8.8","83591","14892","111544","20263","(X)","(X)","(X)","(X)","10.0","(X)",
